linenum,price,livingArea,lat,lng,county,city,neighborhood,flatBuildingtype,flatFloorCount,numberOfRooms,bathrooms with toilet,toilets,buildingFloorPosition,url
26,1 €,75,45.561212293602,18.670706585354,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,2-sobni,1,,3.,https://www.njuskalo.hr/nekretnine/dvosoban-stan-3-kat-novogradnja-gornji-grad-oglas-38263255
27,98.000 €,55,45.55532673156138,18.700920596860886,Osječko-baranjska,Osijek,Tvrđa,U stambenoj zgradi,Jednoetažni,2-sobni,1,,5.,https://www.njuskalo.hr/nekretnine/vim-odlicna-lokacija-5-kat-dvosoban-stan-55.55-m2-oglas-42326831
28,194.000 €,92,45.55348,18.717571,Osječko-baranjska,Osijek,Donji grad,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,1.,https://www.njuskalo.hr/nekretnine/stan-osijek-55.00-m2-novogradnja-oglas-40884086
29,70.000 €,52,45.559798483954,18.668065245399,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,2-sobni,,,Prizemlje,https://www.njuskalo.hr/nekretnine/dvorisni-stan-centar-j-gerova-ulica-52-m2-dvosobni-oglas-41391748
30,129.000 €,70,45.562453071863,18.645013128109,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,2-sobni,1,,1.,https://www.njuskalo.hr/nekretnine/retfala-stan-stambeno-poslovnoj-zgradi-70-m2-oglas-42145912
31,182.153 €,99,45.561984826991,18.644785757423,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,2.,https://www.njuskalo.hr/nekretnine/osijek-retfala-stan-urbanoj-vili-99m2-oglas-42013188
32,194.000 €,92,,,Osječko-baranjska,Osijek,Donji grad,U stambenoj zgradi,Jednoetažni,3-sobni,1,,1.,https://www.njuskalo.hr/nekretnine/osijek-donji-grad-novogradnja-92-m2-oglas-41942613
33,1 €,63,45.561212293602,18.670706585354,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,Prizemlje,https://www.njuskalo.hr/nekretnine/stan-osijek-63.28-m2-novogradnja-oglas-40181523
34,132.000 €,66,45.551929324919,18.706671531531,Osječko-baranjska,Osijek,Novi Grad,U stambenoj zgradi,Jednoetažni,2-sobni,,,1.,https://www.njuskalo.hr/nekretnine/stan-osijek-68.21-m2-1-kat-novogradnja-oglas-40964107
35,130.000 €,67,45.549329424291,18.692746773545,Osječko-baranjska,Osijek,Sjenjak,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,Prizemlje,https://www.njuskalo.hr/nekretnine/stan-osijek-sjenjaku-67.28-m2-prizemlju-visestambene-zgrade-oglas-42129367
36,98.000 €,56,45.5620642,18.6693742,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,2-sobni,1,,4.,https://www.njuskalo.hr/nekretnine/osijek-prodaja-stan-56.04-m2-iv-kat-nema-lift-oglas-40132802
37,279.000 €,176,45.5657705,18.6363024,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,4-sobni,1,1,1.,https://www.njuskalo.hr/nekretnine/osijek-stan-prodaja-1-kat-urbane-vile-garaza-parking-oglas-39111891
